Doc ID,Country,Year,Response,Health relevance (1/0),Health adaptation mandate (1/0),Institutional health role (1/0),Notes,Matched health keywords,Health keyword categories
decision-no-1386-2013-eu-of-the-european-parliament-and-of-the-council-of-20-november-2013-on-a-general-union-environment-action-programme-to-2020-living-well-within-the-limits-of-our-planet_035e,European Union,2013.0,Adaptation;Mitigation,1,1,0,,air pollution;anger;arsenic;death;deaths;disease;diseases;drought;flood;flu;health;ill;mental;mortality;pandemic;pandemics;pregnant;stress;well-being,communicable_disease;environmental_health;food_waterborne;general_health;maternal_child_health;mental_health;mortality_morbidity
commission-decision-eu-2020-1804_f11b,European Union,2019.0,Mitigation,1,1,0,,GP;TB;arsenic;bacteria;flu;health;health care;ill;mental;nutrition,communicable_disease;food_waterborne;general_health;mental_health;nutrition;pathogens_microbiology
law-of-december-15-2017-on-the-budget-for-state-revenue-and-expenditure-for-the-2018-financial-year_9af1,Luxembourg,2017.0,Mitigation,1,1,0,,AIDS;CHD;GP;HIV;TB;accident;alcohol;anger;cancer;cerebrovascular disease;disease;diseases;distress;doctor;emergency;epidemic;epidemics;flood;flu;health;health care;health service;healthcare;hospital;ill;illness;illnesses;medical;mental;mental health;mental health service;mental illness;psychiatric;psychiatric hospital;psychosocial;stress;trauma;traumatic;virus,communicable_disease;environmental_health;general_health;injury_trauma;mental_health;non_communicable_disease;pathogens_microbiology;substance_use
legislation-collection-climate-bank-package-and-sustainable-housing_607a,Luxembourg,2016.0,Mitigation,1,1,0,,HIV;TB;anger;death;flu;health;ill;mental,communicable_disease;general_health;mental_health;mortality_morbidity
climate-act_aa62,Netherlands,2019.0,Mitigation,1,0,0,,flu;ill;mental,communicable_disease;mental_health
regulation-eu-no-1293-2013-of-the-european-parliament-and-of-the-council-of-11-december-2013-on-the-establishment-of-a-programme-for-the-environment-and-climate-action-life-and-repealing-regulation-ec-no-614-2007_9e2d,European Union,2013.0,Adaptation,1,1,0,,accident;anger;drought;flood;flu;health;ill;mental,communicable_disease;environmental_health;general_health;injury_trauma;mental_health
regulation-ec-no-106-2008-of-the-european-parliament-and-of-the-council-of-15-january-2008-on-a-community-energy-efficiency-labelling-programme-for-office-equipment_1e92,European Union,2008.0,Mitigation,1,1,0,,GP;TB;flu;ill;mental,communicable_disease;general_health;mental_health
regulation-ec-no-1222-2009-of-the-european-parliament-and-of-the-council-of-25-november-2009-on-the-labelling-of-tyres-with-respect-to-fuel-efficiency-and-other-essential-parameters_fd08,European Union,2009.0,Mitigation,1,1,0,,flu;health;ill;mental;stroke,communicable_disease;general_health;mental_health;non_communicable_disease
law-supporting-sustainable-development-in-rural-areas_b1de,Luxembourg,2016.0,Adaptation,1,1,0,,GP;HIV;TB;accident;anger;death;disease;diseases;flu;gestation;health;ill;illness;infection;infections;medical;mental;zoonoses,communicable_disease;general_health;injury_trauma;maternal_child_health;mental_health;mortality_morbidity;vector_borne_zoonotic
law-on-the-electricity-market_3875,Luxembourg,2015.0,Mitigation,1,0,0,,ill,communicable_disease
law-of-march-29-2016-modifying-the-law-of-september-13-2012-creating-a-climate-pact-with-the-municipalities_3fce,Luxembourg,2012.0,Mitigation,1,0,0,,emergency;ill,communicable_disease;general_health
law-no-37-may-2019_1bd7,Italy,2019.0,Mitigation,1,0,0,,ill,communicable_disease
regulation-eu-no-1293-2013-of-the-european-parliament-and-of-the-council-of-11-december-2013-on-the-establishment-of-a-programme-for-the-environment-and-climate-action-life-and-repealing-regulation-ec-no-614-2007_2765,European Union,2013.0,Adaptation,1,1,0,,accident;anger;drought;flood;flu;health;ill;mental,communicable_disease;environmental_health;general_health;injury_trauma;mental_health
regulation-ec-no-106-2008-of-the-european-parliament-and-of-the-council-of-15-january-2008-on-a-community-energy-efficiency-labelling-programme-for-office-equipment_a86b,European Union,2008.0,Mitigation,1,1,0,,flu;ill;mental,communicable_disease;mental_health
commission-decision-eu-2018-59-of-11-january-2018-amending-decision-2009-300-ec-as-regards-the-content-and-period-of-validity-of-the-ecological-criteria-for-the-award-of-the-eu-eco-label-to-televisions_78cd,European Union,2019.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
law-of-june-19-2015-modifying-law-of-august-1-2007-relating-to-the-organization-of-the-natural-gas-market_b04c,Luxembourg,2015.0,Mitigation,1,0,0,,ill,communicable_disease
information-on-the-law-for-the-expansion-of-renewable-energies_e8e3,Germany,2000.0,Mitigation,1,0,0,,CKD;health;ill;injury;mental,communicable_disease;general_health;injury_trauma;mental_health;non_communicable_disease
press-release-on-the-abolition-of-the-surcharge-under-the-renewable-energy-sources-act_6052,Germany,2000.0,Mitigation,1,0,0,,HIV;anger;emergency;ill,communicable_disease;general_health;mental_health
easter-package-of-renewable-energy-legislation_9ea6,Germany,2000.0,Mitigation,1,0,0,,health;ill;mental,communicable_disease;general_health;mental_health
information-on-the-revised-oil-gas-authority-strategy_9266,United Kingdom,2016.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
information-on-the-climate-action-and-low-carbon-development-amendment-bill-2021_35ae,Ireland,2015.0,Adaptation;Mitigation,1,1,0,,health;ill;mental;pandemic,communicable_disease;general_health;mental_health
directive-eu-2016-2284-on-the-reduction-of-national-emissions-of-certain-atmospheric-pollutants-amending-directive-2003-35-ec-and-repealing-directive-2001-81-ec_74bd,European Union,2016.0,Mitigation,1,1,0,,air pollution;arsenic;flood;flu;health;ill;mental;well-being;wildfire,communicable_disease;environmental_health;food_waterborne;general_health;mental_health
heat-supply-act-no-772-2000-amended-by-act-no-345-2005-and-no-622-2010_cfc6,Denmark,2000.0,Mitigation,1,1,0,,flu;ill;mental,communicable_disease;mental_health
act-no-7-of-25-march-1994_aaa6,Norway,1994.0,Adaptation;Disaster Risk Management,1,1,0,,bacteria;drought;flood;ill;stress,communicable_disease;environmental_health;mental_health;pathogens_microbiology
climate-action-and-low-carbon-development-amendment-bill-2021_15e2,Ireland,2015.0,Adaptation;Mitigation,1,1,0,,flu;health;ill;mental,communicable_disease;general_health;mental_health
act-no-7-of-25-march-1994_ead1,Norway,1994.0,Adaptation;Disaster Risk Management,1,0,0,,,
regulation-eu-2018-842-of-the-european-parliament-and-of-the-council-on-binding-annual-greenhouse-gas-emission-reductions-by-member-states-from-2021-to-2030-contributing-to-climate-action-to-meet-commitments-under-the-paris-agreement-and-amending-regulation-eu-no-525-2013_3d8f,European Union,2018.0,Mitigation,1,1,0,,flu;health;ill;mental;stress,communicable_disease;general_health;mental_health
about-the-feed-in-tariff-scheme_d0a6,United Kingdom,2010.0,Mitigation,1,1,0,,COVID;COVID-19;coronavirus;ill;mental;pandemic;virus,communicable_disease;mental_health;pathogens_microbiology
climate-change-agreements_2df0,United Kingdom,2001.0,Mitigation,1,1,0,,death;ill,communicable_disease;mortality_morbidity
energy-act-2013_c6f1,United Kingdom,2013.0,Mitigation,1,1,1,,accident;anger;health;health service,general_health;injury_trauma;mental_health
climate-change-act-2008_208b,United Kingdom,2008.0,Adaptation;Mitigation,1,1,0,,ill;mental,communicable_disease;mental_health
directive-eu-2018-2001-of-the-european-parliament-and-of-the-council-of-11-december-2018-on-the-promotion-of-the-use-of-energy-from-renewable-sources_5347,European Union,2018.0,Mitigation,1,1,0,,TB;air pollution;anger;flu;health;ill;mental;stress,communicable_disease;environmental_health;general_health;mental_health
press-release-on-sectoral-emissions-ceilings_9f0e,Ireland,2015.0,Adaptation;Mitigation,1,1,0,,ill;wildfire,communicable_disease;environmental_health
smart-export-guarantee-seg-earn-money-for-exporting-the-renewable-electricity-you-have-generated_4fd1,United Kingdom,2010.0,Mitigation,1,0,0,,death;ill;mental,communicable_disease;mental_health;mortality_morbidity
contracts-for-difference_1857,United Kingdom,2014.0,Mitigation,1,0,0,,death;ill,communicable_disease;mortality_morbidity
the-sixth-carbon-budget_ce37,United Kingdom,2020.0,Adaptation;Mitigation,1,0,0,,COVID;health;ill;mental;well-being,communicable_disease;general_health;mental_health
the-feed-in-tariffs-amendment-coronavirus-order-2020_d92d,United Kingdom,2010.0,Mitigation,1,0,0,,coronavirus;virus,communicable_disease;pathogens_microbiology
decree-no-31248-2020_67d7,Türkiye,2005.0,Mitigation,1,0,0,,TB;doctor;health;ill,communicable_disease;general_health
law-no-6094-amending-the-renewable-energy-law_bf1b,Türkiye,2005.0,Mitigation,1,0,0,,health;healthcare,general_health
law-no-2776-amending-the-renewable-energy-law_05d4,Türkiye,2005.0,Mitigation,1,0,0,,COVID;COVID-19;TB;disease;epidemic;ill,communicable_disease
law-2-2011-of-march-4-of-sustainable-economics_0633,Spain,2011.0,Mitigation,1,0,0,,HIV;accident;death;disease;diseases;doctor;flu;health;health care;ill;mental;well-being,communicable_disease;general_health;injury_trauma;mental_health;mortality_morbidity
law-on-privileging-the-use-of-electric-vehicles-electromobility-act-emog_f249,Germany,2015.0,Mitigation,1,0,0,,,
law-no-121-2014-on-energy-efficiency_dc0f,Romania,2014.0,Mitigation,1,0,0,,doctor;flu;ill;mental,communicable_disease;general_health;mental_health
law-no-220-of-october-27-2008-republished-for-establishing-the-system-of-promoting-energy-from-renewable-energy-sources_3507,Romania,2008.0,Mitigation,1,0,0,,emergency;ill,communicable_disease;general_health
law-no-155-of-july-24-2020-for-the-modification-and-completion-of-the-law-on-electricity-and-natural-gas-no-123-2012-and-regarding-the-modification-and-completion-of-other-normative-acts_3a2d,Romania,2012.0,Mitigation,1,0,0,,HIV;ill;mental,communicable_disease;mental_health
law-on-the-electricity-and-gas-supply-energy-industry-act-enwg_2b25,Germany,2005.0,Mitigation,1,0,0,,AIDS;HIV;TB;anger;emergency;flu;health;ill;mental;prion,communicable_disease;general_health;mental_health;pathogens_microbiology
government-presentation-of-2022-amendment-to-the-climate-change-act_e428,Finland,2015.0,Adaptation;Mitigation,1,0,0,,HIV;accident;anger;disease;diseases;drought;flood;flu;health;health care;healthcare;ill;mental;well-being,communicable_disease;environmental_health;general_health;injury_trauma;mental_health
eu-emission-trading-scheme-eu-ets-directive-2003-87-ec-establishing-a-scheme-for-greenhouse-gas-emission-allowance-trading-within-the-community-and-amending-council-directive-96-61-ec_ae00,European Union,2003.0,Mitigation,1,1,0,,anger;emergency;flu;hospital;ill;medical;mental,communicable_disease;general_health;mental_health
emission-performance-standards-for-new-passenger-cars-regulation-ec-no-443-2009-setting-emission-performance-standards-for-new-passenger-cars-as-part-of-the-community-s-integrated-approach-to-reduce-co2-emissions-from-light-duty-vehicles_1a35,European Union,2009.0,Mitigation,1,1,0,,ill;mental,communicable_disease;mental_health
directive-2009-33-ec-of-the-european-parliament-and-of-the-council-of-23-april-2009_4c48,European Union,2009.0,Mitigation,1,1,0,,ill;mental,communicable_disease;mental_health
regulation-1031-2010_abf0,European Union,2009.0,Mitigation,1,1,0,,HIV;flu;ill;mental,communicable_disease;mental_health
regulation-2018-2066_1d46,European Union,2009.0,Mitigation,1,1,0,,CKD;HIV;emergency;flu;health;ill;mental,communicable_disease;general_health;mental_health;non_communicable_disease
directive-eu-2018-410-of-the-european-parliament-and-of-the-council-of-14-march-2018-amending-directive-2003-87-ec-to-enhance-cost-effective-emission-reductions-and-low-carbon-investments-and-decision-eu-2015-1814_cba8,European Union,2009.0,Mitigation,1,1,0,,emergency;ill;mental,communicable_disease;general_health;mental_health
directive-2009-29-ec-of-the-european-parliament-and-of-the-council-of-23-april-2009-amending-directive-2003-87-ec-so-as-to-improve-and-extend-the-greenhouse-gas-emission-allowance-trading-scheme-of-the-community_84f9,European Union,2009.0,Mitigation,1,1,0,,anger;emergency;flu;hospital;ill;medical;mental,communicable_disease;general_health;mental_health
directive-2003-87-ec-of-the-european-parliament-and-of-the-council-of-13-october-2003-establishing-a-scheme-for-greenhouse-gas-emission-allowance-trading-within-the-community-and-amending-council-directive-96-61-ec_8faf,European Union,2009.0,Mitigation,1,1,0,,anger;flu;ill;mental,communicable_disease;mental_health
energy-efficiency-directive-2012-27-eu-amending-directives-2009-125-ec-and-2010-30-eu-and-repealing-directives-2004-8-ec-and-2006-32-ec_b2b9,European Union,2012.0,Mitigation,1,1,0,,anger;flu;health;ill;mental;stress,communicable_disease;general_health;mental_health
information-on-the-common-agricultural-policy_4e50,European Union,2021.0,Adaptation;Mitigation,1,0,0,,health;healthcare;ill;mental,communicable_disease;general_health;mental_health
regulation-2021-2116_6d6e,European Union,2021.0,Adaptation;Mitigation,1,1,0,,AIDS;TB;accident;death;disease;diseases;emergency;health;ill;mental,communicable_disease;general_health;injury_trauma;mental_health;mortality_morbidity
regulation-2021-2117_52a7,European Union,2021.0,Adaptation;Mitigation,1,1,0,,AIDS;COVID;COVID-19;alcohol;allergies;anger;disease;diseases;flu;health;ill;mental;nutrition;pandemic,communicable_disease;general_health;mental_health;non_communicable_disease;nutrition;substance_use
regulation-eu-2020-2220-of-the-european-parliament-and-of-the-council-of-23-december-2020-laying-down-certain-transitional-provisions-for-support-from-the-european-agricultural-fund-for-rural-development-eafrd-and-from-the-european-agricultural-guarantee-fund-eagf-in-the-years-2021-and-2022-and-amending-regulations-eu-no-1305-2013-eu-no-1306-2013-and-eu-no-1307-2013-as-regards-resources-and-application-in-the-years-2021-and-2022-and-regulation-eu-no-1308-2013-as-regards-resources-and-the-distribution-of-such-support-in-respect-of-the-years-2021-and-2022_356f,European Union,2020.0,Adaptation;Mitigation,1,1,0,,AIDS;COVID;COVID-19;TB;disease;flu;health;hospital;ill;mental;pandemic,communicable_disease;general_health;mental_health
land-use-land-use-change-and-forestry-lulucf-regulation-eu-2018-841-on-the-inclusion-of-greenhouse-gas-emissions-and-removals-from-land-use-land-use-change-and-forestry-in-the-2030-climate-and-energy-framework-amending-regulation-eu-no525-2013-and-decision-no529-2013-eu_f6fd,European Union,2013.0,Mitigation,1,1,0,,disease;flu;hunger;ill;mental;wildfire,communicable_disease;environmental_health;mental_health;nutrition
climate-act-adopted-by-the-senate_1f1a,Netherlands,2019.0,Mitigation,1,0,0,,GP;ill,communicable_disease;general_health
energy-strategy-of-the-republic-of-bulgaria-until-2020-for-reliable-efficient-and-cleaner-energy_3412,Bulgaria,2011.0,Mitigation,1,1,0,,flood;ill,communicable_disease;environmental_health
climate-and-energy-fund-act_39a9,Austria,2007.0,Mitigation,1,0,0,,GP;death;ill;mental,communicable_disease;general_health;mental_health;mortality_morbidity
